,number,datetime,overview,description,temperature,humidity,wind_speed,clouds
994,995,2019-03-18 05:53:46,Rain,light rain,278.0,93.0,4.0,75.0
995,996,2019-03-18 06:23:43,Rain,light rain,278.0,93.0,4.0,75.0
996,997,2019-03-18 06:53:38,Rain,light rain,278.0,93.0,4.0,75.0
997,998,2019-03-18 07:23:34,Rain,light rain,278.0,93.0,4.0,75.0
998,999,2019-03-18 07:53:38,Rain,light rain,278.0,93.0,4.0,75.0
999,1000,2019-03-18 08:23:51,Drizzle,light intensity drizzle,278.0,87.0,4.0,75.0
1000,1001,2019-03-18 08:58:39,Clouds,broken clouds,279.0,93.0,4.0,75.0
1001,1002,2019-03-18 09:23:45,Drizzle,light intensity drizzle,279.0,87.0,5.0,90.0
1002,1003,2019-03-18 09:53:52,Drizzle,light intensity drizzle,279.0,87.0,5.0,90.0
1003,1004,2019-03-18 10:23:54,Drizzle,light intensity drizzle,280.0,87.0,5.0,75.0
1004,1005,2019-03-18 10:53:37,Clouds,broken clouds,280.0,93.0,5.0,75.0
1005,1006,2019-03-18 11:22:56,Clouds,broken clouds,281.0,87.0,7.0,75.0
1006,1007,2019-03-18 11:53:42,Drizzle,light intensity drizzle,282.0,87.0,8.0,75.0
1007,1008,2019-03-18 12:23:35,Drizzle,light intensity drizzle rain,282.0,87.0,6.0,75.0
1008,1009,2019-03-18 12:53:38,Clouds,broken clouds,282.0,81.0,7.0,75.0
1009,1010,2019-03-18 13:23:39,Clouds,broken clouds,282.0,87.0,7.0,75.0
1010,1011,2019-03-18 13:53:36,Clouds,broken clouds,282.0,76.0,8.0,75.0
1011,1012,2019-03-18 14:23:37,Clouds,broken clouds,283.0,81.0,7.0,75.0
1012,1013,2019-03-18 14:53:41,Clouds,broken clouds,283.0,81.0,8.0,75.0
1013,1014,2019-03-18 15:23:40,Clouds,broken clouds,283.0,76.0,8.0,75.0
1014,1015,2019-03-18 15:53:37,Clouds,broken clouds,283.0,76.0,8.0,75.0
1015,1016,2019-03-18 16:23:34,Drizzle,light intensity drizzle,283.0,81.0,7.0,75.0
1016,1017,2019-03-18 16:53:50,Clouds,broken clouds,283.0,81.0,6.0,75.0
1017,1018,2019-03-18 17:23:54,Clouds,broken clouds,282.0,81.0,6.0,75.0
1018,1019,2019-03-18 17:58:44,Clouds,broken clouds,282.0,81.0,7.0,75.0
1019,1020,2019-03-18 18:23:46,Clouds,broken clouds,282.0,81.0,7.0,75.0
1020,1021,2019-03-18 18:53:40,Clouds,broken clouds,282.0,87.0,6.0,75.0
1021,1022,2019-03-18 19:23:48,Drizzle,drizzle,281.0,87.0,5.0,75.0
1022,1023,2019-03-18 19:53:34,Drizzle,drizzle,281.0,87.0,4.0,75.0
1023,1024,2019-03-18 20:23:50,Drizzle,drizzle,281.0,87.0,4.0,75.0
1024,1025,2019-03-18 20:53:46,Clouds,broken clouds,281.0,87.0,4.0,75.0
1025,1026,2019-03-18 21:23:34,Drizzle,light intensity drizzle,281.0,87.0,4.0,75.0
1026,1027,2019-03-18 21:53:37,Drizzle,light intensity drizzle,281.0,87.0,4.0,75.0
1027,1028,2019-03-18 22:23:37,Drizzle,light intensity drizzle,281.0,93.0,4.0,75.0
1028,1029,2019-03-18 22:53:44,Rain,light rain,281.0,93.0,5.0,75.0
1029,1030,2019-03-18 23:23:49,Rain,light rain,281.0,99.99,5.0,75.0
1030,1031,2019-03-18 23:58:41,Drizzle,light intensity drizzle,281.0,99.99,5.0,75.0
1031,1032,2019-03-19 00:23:54,Drizzle,light intensity drizzle,281.0,93.0,4.0,75.0
1032,1033,2019-03-19 00:53:58,Drizzle,light intensity drizzle,281.0,93.0,5.0,75.0
1033,1034,2019-03-19 01:23:35,Clouds,broken clouds,280.0,99.99,4.0,75.0
1034,1035,2019-03-19 01:53:47,Clouds,scattered clouds,280.0,93.0,4.0,40.0
1035,1036,2019-03-19 02:23:46,Clouds,broken clouds,280.0,99.99,2.0,75.0
1036,1037,2019-03-19 02:53:34,Clouds,broken clouds,280.0,93.0,3.0,75.0
1037,1038,2019-03-19 03:23:54,Clouds,broken clouds,280.0,87.0,3.0,75.0
1038,1039,2019-03-19 03:53:51,Clouds,broken clouds,280.0,87.0,3.0,75.0
1039,1040,2019-03-19 04:23:44,Clouds,broken clouds,279.0,93.0,4.0,75.0
1040,1041,2019-03-19 04:58:39,Clouds,broken clouds,279.0,87.0,5.0,75.0
1041,1042,2019-03-19 05:23:42,Clouds,broken clouds,279.0,87.0,4.0,75.0
1042,1043,2019-03-19 05:53:41,Clouds,broken clouds,279.0,93.0,2.0,75.0
1043,1044,2019-03-19 06:23:34,Drizzle,light intensity drizzle rain,279.0,87.0,3.0,75.0
1044,1045,2019-03-19 06:53:46,Drizzle,light intensity drizzle rain,280.0,87.0,3.0,75.0
1045,1046,2019-03-19 07:23:39,Drizzle,light intensity drizzle rain,279.0,87.0,3.0,75.0
1046,1047,2019-03-19 07:53:34,Drizzle,light intensity drizzle rain,279.0,93.0,3.0,75.0
1047,1048,2019-03-19 08:23:42,Rain,light rain,280.0,93.0,4.0,75.0
1048,1049,2019-03-19 08:53:47,Drizzle,light intensity drizzle,280.0,93.0,3.0,75.0
1049,1050,2019-03-19 09:23:44,Drizzle,light intensity drizzle,281.0,93.0,2.0,75.0
1050,1051,2019-03-19 09:53:44,Drizzle,light intensity drizzle,281.0,93.0,2.0,75.0
1051,1052,2019-03-19 10:23:43,Drizzle,light intensity drizzle,282.0,93.0,2.0,75.0
1052,1053,2019-03-19 10:53:46,Clouds,broken clouds,282.0,99.99,3.0,75.0
1053,1054,2019-03-19 11:23:49,Clouds,broken clouds,283.0,93.0,4.0,75.0
1054,1055,2019-03-19 11:53:37,Clouds,broken clouds,284.0,87.0,5.0,75.0
1055,1056,2019-03-19 12:23:42,Clouds,broken clouds,285.0,87.0,5.0,75.0
1056,1057,2019-03-19 12:53:40,Clouds,broken clouds,285.0,81.0,5.0,75.0
1057,1058,2019-03-19 13:28:50,Clouds,broken clouds,285.0,81.0,6.0,75.0
1058,1059,2019-03-19 13:53:36,Drizzle,light intensity drizzle,285.0,87.0,7.0,75.0
1059,1060,2019-03-19 14:23:51,Clouds,broken clouds,285.0,87.0,5.0,75.0
1060,1061,2019-03-19 14:53:50,Clouds,broken clouds,285.0,81.0,5.0,75.0
1061,1062,2019-03-19 15:23:46,Clouds,broken clouds,285.0,81.0,5.0,75.0
1062,1063,2019-03-19 15:53:37,Clouds,broken clouds,286.0,81.0,5.0,75.0
1063,1064,2019-03-19 16:23:35,Clouds,broken clouds,286.0,81.0,5.0,75.0
1064,1065,2019-03-19 16:47:07,Clouds,broken clouds,285.0,76.0,3.0,75.0
1065,1066,2019-03-19 17:23:42,Clouds,scattered clouds,286.0,71.0,3.0,40.0
1066,1067,2019-03-19 17:58:42,Clouds,scattered clouds,286.0,71.0,3.0,40.0
1067,1068,2019-03-19 18:23:48,Clouds,few clouds,285.0,71.0,3.0,20.0
1068,1069,2019-03-19 18:53:40,Clouds,few clouds,284.0,76.0,4.0,20.0
1069,1070,2019-03-19 19:23:41,Clouds,few clouds,283.0,81.0,6.0,20.0
1070,1071,2019-03-19 19:53:47,Clouds,few clouds,283.0,87.0,5.0,20.0
1071,1072,2019-03-19 20:23:56,Clouds,few clouds,283.0,81.0,5.0,20.0
1072,1073,2019-03-19 20:53:36,Clouds,few clouds,283.0,87.0,4.0,20.0
1073,1074,2019-03-19 21:23:51,Clouds,few clouds,283.0,81.0,3.0,20.0
1074,1075,2019-03-19 21:53:34,Clouds,broken clouds,283.0,81.0,4.0,75.0
1075,1076,2019-03-19 22:23:46,Clouds,broken clouds,283.0,81.0,4.0,75.0
1076,1077,2019-03-19 22:53:55,Clouds,broken clouds,283.0,81.0,3.0,75.0
1077,1078,2019-03-19 23:23:41,Clouds,broken clouds,283.0,87.0,3.0,75.0
1078,1079,2019-03-19 23:53:54,Clouds,broken clouds,283.0,87.0,4.0,75.0
1079,1080,2019-03-20 00:23:41,Clouds,broken clouds,282.0,87.0,4.0,75.0
1080,1081,2019-03-20 00:53:54,Clouds,overcast clouds,282.0,87.0,4.0,90.0
1081,1082,2019-03-20 01:23:33,Clouds,broken clouds,281.0,93.0,5.0,75.0
1082,1083,2019-03-20 01:53:39,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1083,1084,2019-03-20 02:23:35,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1084,1085,2019-03-20 02:53:50,Clouds,overcast clouds,281.0,93.0,3.0,90.0
1085,1086,2019-03-20 03:23:39,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1086,1087,2019-03-20 03:53:45,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1087,1088,2019-03-20 04:23:35,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1088,1089,2019-03-20 04:53:56,Clouds,overcast clouds,281.0,93.0,4.0,90.0
1089,1090,2019-03-20 05:23:37,Clouds,overcast clouds,281.0,99.99,3.0,90.0
1090,1091,2019-03-20 05:53:43,Clouds,overcast clouds,281.0,99.99,3.0,90.0
1091,1092,2019-03-20 06:23:53,Clouds,broken clouds,281.0,99.99,3.0,75.0
1092,1093,2019-03-20 06:53:47,Clouds,broken clouds,280.0,99.99,3.0,75.0
1093,1094,2019-03-20 07:23:49,Clouds,broken clouds,281.0,93.0,2.0,75.0
1094,1095,2019-03-20 07:53:53,Clouds,broken clouds,281.0,93.0,1.0,75.0
1095,1096,2019-03-20 08:23:45,Clouds,broken clouds,282.0,93.0,1.0,75.0
1096,1097,2019-03-20 08:58:44,Clouds,broken clouds,283.0,93.0,1.0,75.0
1097,1098,2019-03-20 09:23:50,Clouds,broken clouds,284.0,81.0,2.0,75.0
1098,1099,2019-03-20 09:53:53,Clouds,broken clouds,285.0,81.0,3.0,75.0
1099,1100,2019-03-20 10:23:39,Clouds,broken clouds,285.0,81.0,3.0,75.0
1100,1101,2019-03-20 10:53:49,Clouds,broken clouds,287.0,76.0,3.0,75.0
1101,1102,2019-03-20 11:23:48,Clouds,scattered clouds,288.0,71.0,4.0,40.0
1102,1103,2019-03-20 11:53:39,Clouds,scattered clouds,288.0,72.0,4.0,40.0
1103,1104,2019-03-20 12:23:44,Clouds,scattered clouds,288.0,72.0,4.0,40.0
1104,1105,2019-03-20 12:53:38,Clouds,scattered clouds,289.0,72.0,4.0,40.0
1105,1106,2019-03-20 13:23:40,Clouds,scattered clouds,289.0,67.0,4.0,40.0
1106,1107,2019-03-20 13:53:48,Clouds,scattered clouds,289.0,67.0,4.0,40.0
1107,1108,2019-03-20 14:23:40,Clouds,broken clouds,288.0,72.0,5.0,75.0
1108,1109,2019-03-20 14:53:48,Clouds,broken clouds,288.0,72.0,4.0,75.0
1109,1110,2019-03-20 15:23:40,Clouds,broken clouds,288.0,72.0,5.0,75.0
1110,1111,2019-03-20 15:53:45,Clouds,broken clouds,288.0,72.0,4.0,75.0
1111,1112,2019-03-20 16:23:53,Clouds,scattered clouds,288.0,72.0,4.0,40.0
1112,1113,2019-03-20 16:53:51,Clouds,scattered clouds,288.0,72.0,4.0,40.0
1113,1114,2019-03-20 17:23:44,Rain,light intensity shower rain,287.0,77.0,3.0,75.0
1114,1115,2019-03-20 17:53:46,Rain,light intensity shower rain,287.0,77.0,3.0,75.0
1115,1116,2019-03-20 18:23:38,Rain,light intensity shower rain,286.0,82.0,3.0,75.0
1116,1117,2019-03-20 18:53:53,Rain,light intensity shower rain,286.0,93.0,3.0,75.0
1117,1118,2019-03-20 19:23:55,Clouds,broken clouds,286.0,93.0,3.0,75.0
1118,1119,2019-03-20 19:53:44,Clouds,broken clouds,286.0,93.0,3.0,75.0
1119,1120,2019-03-20 20:23:49,Clouds,broken clouds,285.0,93.0,3.0,75.0
1120,1121,2019-03-20 20:53:52,Clouds,broken clouds,286.0,87.0,3.0,75.0
1121,1122,2019-03-20 21:23:49,Rain,light intensity shower rain,285.0,87.0,2.0,75.0
1122,1123,2019-03-20 21:53:59,Rain,light intensity shower rain,285.0,87.0,2.0,75.0
1123,1124,2019-03-20 22:23:48,Drizzle,light intensity drizzle rain,285.0,87.0,5.0,75.0
1124,1125,2019-03-20 22:53:47,Clouds,broken clouds,285.0,81.0,4.0,75.0
1125,1126,2019-03-20 23:28:48,Clouds,broken clouds,284.0,87.0,3.0,75.0
1126,1127,2019-03-20 23:53:35,Clouds,broken clouds,284.0,76.0,3.0,75.0
1127,1128,2019-03-21 00:23:48,Clouds,broken clouds,284.0,76.0,3.0,75.0
1128,1129,2019-03-21 00:53:40,Clouds,broken clouds,284.0,76.0,3.0,75.0
1129,1130,2019-03-21 01:23:38,Clouds,broken clouds,284.0,76.0,4.0,75.0
1130,1131,2019-03-21 01:53:34,Clouds,broken clouds,284.0,81.0,3.0,75.0
1131,1132,2019-03-21 02:28:49,Clouds,broken clouds,284.0,76.0,3.0,75.0
1132,1133,2019-03-21 02:53:48,Clouds,broken clouds,284.0,81.0,3.0,75.0
1133,1134,2019-03-21 03:23:40,Clouds,broken clouds,284.0,81.0,4.0,75.0
1134,1135,2019-03-21 03:53:49,Clouds,broken clouds,284.0,81.0,4.0,75.0
1135,1136,2019-03-21 04:23:43,Drizzle,light intensity drizzle rain,283.0,81.0,4.0,75.0
1136,1137,2019-03-21 04:53:54,Clouds,broken clouds,283.0,81.0,3.0,75.0
1137,1138,2019-03-21 05:23:50,Drizzle,light intensity drizzle rain,283.0,81.0,3.0,75.0
1138,1139,2019-03-21 05:53:48,Clouds,broken clouds,283.0,87.0,3.0,75.0
1139,1140,2019-03-21 06:23:48,Clouds,broken clouds,283.0,87.0,3.0,75.0
1140,1141,2019-03-21 06:53:35,Clouds,broken clouds,283.0,81.0,5.0,75.0
1141,1142,2019-03-21 07:23:42,Drizzle,light intensity drizzle rain,283.0,81.0,3.0,75.0
1142,1143,2019-03-21 07:53:40,Drizzle,light intensity drizzle rain,283.0,87.0,3.0,75.0
1143,1144,2019-03-21 08:23:38,Clouds,broken clouds,283.0,81.0,3.0,75.0
1144,1145,2019-03-21 08:53:54,Clouds,broken clouds,284.0,81.0,3.0,75.0
1145,1146,2019-03-21 09:23:46,Clouds,broken clouds,284.0,81.0,3.0,75.0
1146,1147,2019-03-21 09:53:48,Rain,light rain,284.0,81.0,3.0,75.0
1147,1148,2019-03-21 10:28:46,Rain,light rain,284.0,81.0,3.0,75.0
1148,1149,2019-03-21 10:53:41,Drizzle,light intensity drizzle,285.0,71.0,3.0,75.0
1149,1150,2019-03-21 11:28:41,Clouds,broken clouds,285.0,76.0,3.0,75.0
1150,1151,2019-03-21 11:53:33,Clouds,broken clouds,285.0,76.0,3.0,75.0
1151,1152,2019-03-21 12:23:48,Clouds,broken clouds,286.0,76.0,3.0,75.0
1152,1153,2019-03-21 12:53:45,Clouds,broken clouds,286.0,76.0,3.0,75.0
1153,1154,2019-03-21 13:23:44,Clouds,broken clouds,286.0,71.0,3.0,75.0
1154,1155,2019-03-21 13:53:41,Clouds,broken clouds,286.0,71.0,2.0,75.0
1155,1156,2019-03-21 14:23:56,Clouds,broken clouds,286.0,71.0,3.0,75.0
1156,1157,2019-03-21 14:53:48,Clouds,broken clouds,286.0,76.0,3.0,75.0
1157,1158,2019-03-21 15:23:41,Clouds,broken clouds,286.0,71.0,3.0,75.0
1158,1159,2019-03-21 15:53:51,Clouds,broken clouds,286.0,71.0,3.0,75.0
1159,1160,2019-03-21 16:23:36,Clouds,broken clouds,286.0,76.0,3.0,75.0
1160,1161,2019-03-21 16:53:42,Clouds,broken clouds,286.0,76.0,3.0,75.0
1161,1162,2019-03-21 17:23:53,Clouds,broken clouds,285.0,76.0,1.0,75.0
1162,1163,2019-03-21 17:53:52,Clouds,broken clouds,285.0,76.0,2.0,75.0
1163,1164,2019-03-21 18:23:35,Clouds,broken clouds,285.0,81.0,2.0,75.0
1164,1165,2019-03-21 18:53:37,Clouds,broken clouds,284.0,87.0,2.0,75.0
1165,1166,2019-03-21 19:23:39,Clouds,scattered clouds,284.0,81.0,1.0,40.0
1166,1167,2019-03-21 19:53:38,Clouds,scattered clouds,283.0,81.0,2.0,40.0
1167,1168,2019-03-21 20:23:45,Clouds,few clouds,282.0,87.0,3.0,20.0
1168,1169,2019-03-21 20:53:40,Clouds,scattered clouds,283.0,87.0,4.0,40.0
1169,1170,2019-03-21 21:23:41,Clouds,broken clouds,282.0,81.0,4.0,75.0
1170,1171,2019-03-21 21:53:37,Clouds,broken clouds,282.0,81.0,4.0,75.0
1171,1172,2019-03-21 22:23:45,Clouds,broken clouds,282.0,81.0,4.0,75.0
1172,1173,2019-03-21 22:53:54,Clouds,scattered clouds,283.0,81.0,5.0,40.0
1173,1174,2019-03-21 23:23:58,Clouds,scattered clouds,282.0,81.0,6.0,40.0
1174,1175,2019-03-21 23:53:37,Clouds,broken clouds,283.0,76.0,4.0,75.0
1175,1176,2019-03-22 00:23:52,Clouds,broken clouds,283.0,76.0,2.0,75.0
1176,1177,2019-03-22 00:53:48,Clouds,broken clouds,282.0,76.0,4.0,75.0
1177,1178,2019-03-22 01:28:37,Clouds,broken clouds,283.0,76.0,3.0,75.0
1178,1179,2019-03-22 01:53:39,Clouds,broken clouds,283.0,76.0,6.0,75.0
1179,1180,2019-03-22 02:23:35,Clouds,broken clouds,283.0,76.0,9.0,75.0
1180,1181,2019-03-22 02:58:40,Clouds,broken clouds,283.0,76.0,6.0,75.0
1181,1182,2019-03-22 03:23:43,Clouds,broken clouds,283.0,81.0,4.0,75.0
1182,1183,2019-03-22 03:58:35,Clouds,broken clouds,283.0,81.0,5.0,75.0
1183,1184,2019-03-22 04:23:51,Clouds,broken clouds,283.0,81.0,5.0,75.0
1184,1185,2019-03-22 04:53:47,Clouds,broken clouds,283.0,76.0,4.0,75.0
1185,1186,2019-03-22 05:23:38,Clouds,broken clouds,283.0,76.0,6.0,75.0
1186,1187,2019-03-22 05:53:41,Clouds,broken clouds,283.0,76.0,7.0,75.0
1187,1188,2019-03-22 06:23:45,Clouds,broken clouds,282.0,76.0,6.0,75.0
1188,1189,2019-03-22 06:58:37,Clouds,broken clouds,282.0,71.0,6.0,75.0
1189,1190,2019-03-22 07:23:52,Clouds,broken clouds,282.0,76.0,5.0,75.0
1190,1191,2019-03-22 07:58:37,Clouds,broken clouds,282.0,76.0,3.0,75.0
1191,1192,2019-03-22 08:28:37,Clouds,broken clouds,283.0,76.0,7.0,75.0
1192,1193,2019-03-22 08:53:41,Clouds,broken clouds,283.0,76.0,6.0,75.0
1193,1194,2019-03-22 09:23:53,Clouds,broken clouds,283.0,76.0,7.0,75.0
1194,1195,2019-03-22 09:53:52,Clouds,broken clouds,283.0,76.0,8.0,75.0
1195,1196,2019-03-22 10:28:41,Clouds,broken clouds,283.0,71.0,6.0,75.0
1196,1197,2019-03-22 10:53:45,Clouds,broken clouds,283.0,71.0,6.0,75.0
1197,1198,2019-03-22 11:23:51,Clouds,broken clouds,283.0,76.0,7.0,75.0
1198,1199,2019-03-22 11:58:41,Rain,light rain,284.0,76.0,5.0,75.0
1199,1200,2019-03-22 12:23:37,Rain,light rain,283.0,81.0,5.0,75.0
1200,1201,2019-03-22 12:53:53,Rain,light rain,284.0,81.0,6.0,75.0
1201,1202,2019-03-22 13:23:39,Rain,light rain,283.0,81.0,6.0,75.0
1202,1203,2019-03-22 13:58:45,Rain,light rain,283.0,87.0,5.0,75.0
1203,1204,2019-03-22 14:23:40,Rain,light rain,282.0,93.0,6.0,75.0
1204,1205,2019-03-22 14:53:56,Rain,light rain,282.0,87.0,6.0,75.0
1205,1206,2019-03-22 15:23:42,Rain,light rain,282.0,81.0,3.0,75.0
1206,1207,2019-03-22 15:58:46,Rain,light rain,282.0,81.0,5.0,75.0
1207,1208,2019-03-22 16:23:38,Clouds,broken clouds,282.0,81.0,5.0,75.0
1208,1209,2019-03-22 16:58:34,Clouds,broken clouds,282.0,76.0,3.0,75.0
1209,1210,2019-03-22 17:23:36,Clouds,broken clouds,282.0,71.0,3.0,75.0
1210,1211,2019-03-22 17:53:50,Clouds,broken clouds,282.0,61.0,8.0,75.0
1211,1212,2019-03-22 18:28:32,Clouds,broken clouds,281.0,61.0,6.0,75.0
1212,1213,2019-03-22 18:53:37,Clouds,broken clouds,281.0,61.0,6.0,75.0
1213,1214,2019-03-22 19:23:54,Clouds,broken clouds,280.0,61.0,6.0,75.0
1214,1215,2019-03-22 19:53:34,Clouds,broken clouds,280.0,65.0,5.0,75.0
1215,1216,2019-03-22 20:23:46,Clouds,broken clouds,279.0,70.0,6.0,75.0
1216,1217,2019-03-22 20:53:39,Clouds,broken clouds,279.0,70.0,5.0,75.0
1217,1218,2019-03-22 21:23:50,Clouds,broken clouds,278.0,70.0,4.0,75.0
1218,1219,2019-03-22 21:53:38,Clouds,broken clouds,278.0,75.0,4.0,75.0
1219,1220,2019-03-22 22:23:58,Clouds,broken clouds,278.0,75.0,4.0,75.0
1220,1221,2019-03-22 22:53:36,Clouds,broken clouds,278.0,70.0,4.0,75.0
1221,1222,2019-03-22 23:23:38,Clouds,broken clouds,278.0,70.0,5.0,75.0
1222,1223,2019-03-22 23:53:49,Clouds,broken clouds,278.0,75.0,5.0,75.0
1223,1224,2019-03-23 00:23:53,Clouds,broken clouds,278.0,80.0,5.0,75.0
1224,1225,2019-03-23 00:53:35,Clouds,broken clouds,278.0,80.0,5.0,75.0
1225,1226,2019-03-23 01:23:49,Clouds,broken clouds,277.0,80.0,4.0,75.0
1226,1227,2019-03-23 01:53:49,Clouds,broken clouds,277.0,80.0,4.0,75.0
1227,1228,2019-03-23 02:23:39,Clouds,broken clouds,277.0,75.0,4.0,75.0
1228,1229,2019-03-23 02:53:48,Clouds,broken clouds,277.0,80.0,4.0,75.0
1229,1230,2019-03-23 03:23:33,Clouds,broken clouds,276.0,80.0,3.0,75.0
1230,1231,2019-03-23 03:53:43,Clouds,broken clouds,276.0,80.0,3.0,75.0
1231,1232,2019-03-23 04:23:46,Clouds,broken clouds,276.0,80.0,3.0,75.0
1232,1233,2019-03-23 04:53:51,Clouds,broken clouds,276.0,80.0,3.0,75.0
1233,1234,2019-03-23 05:23:39,Clouds,broken clouds,275.0,86.0,3.0,75.0
1234,1235,2019-03-23 05:53:51,Clouds,broken clouds,275.0,99.99,2.0,75.0
1235,1236,2019-03-23 06:23:53,Clouds,broken clouds,275.0,99.99,2.0,75.0
1236,1237,2019-03-23 06:53:48,Clouds,broken clouds,275.0,99.99,2.0,75.0
1237,1238,2019-03-23 07:23:34,Clear,clear sky,275.0,86.0,2.0,0.0
1238,1239,2019-03-23 07:53:36,Clear,clear sky,275.0,86.0,2.0,0.0
1239,1240,2019-03-23 08:23:43,Clear,clear sky,276.0,86.0,2.0,0.0
1240,1241,2019-03-23 08:53:33,Clear,clear sky,276.0,80.0,3.0,0.0
1241,1242,2019-03-23 09:23:52,Clear,clear sky,278.0,75.0,3.0,0.0
1242,1243,2019-03-23 09:58:36,Clear,clear sky,279.0,75.0,3.0,0.0
1243,1244,2019-03-23 10:23:45,Clear,clear sky,279.0,75.0,3.0,0.0
1244,1245,2019-03-23 10:58:47,Clouds,broken clouds,280.0,70.0,3.0,75.0
1245,1246,2019-03-23 11:23:43,Clouds,broken clouds,280.0,70.0,3.0,75.0
1246,1247,2019-03-23 11:53:41,Clouds,broken clouds,280.0,65.0,3.0,75.0
1247,1248,2019-03-23 12:23:40,Clouds,broken clouds,281.0,99.99,2.0,75.0
1248,1249,2019-03-23 12:53:42,Clouds,broken clouds,282.0,61.0,3.0,75.0
1249,1250,2019-03-23 13:23:49,Clouds,broken clouds,282.0,57.0,2.0,75.0
1250,1251,2019-03-23 13:58:46,Clouds,broken clouds,282.0,52.0,3.0,75.0
1251,1252,2019-03-23 14:23:49,Clouds,broken clouds,282.0,49.0,1.0,75.0
1252,1253,2019-03-23 14:53:53,Clouds,broken clouds,281.0,49.0,1.0,75.0
1253,1254,2019-03-23 15:23:44,Clouds,broken clouds,281.0,57.0,1.0,75.0
1254,1255,2019-03-23 15:53:45,Clouds,broken clouds,281.0,57.0,1.0,75.0
1255,1256,2019-03-23 16:23:49,Clouds,broken clouds,281.0,95.0,2.0,75.0
1256,1257,2019-03-23 16:58:54,Clouds,broken clouds,281.0,49.0,2.0,75.0
1257,1258,2019-03-23 17:23:36,Clouds,broken clouds,281.0,96.0,2.0,75.0
1258,1259,2019-03-23 17:53:33,Clouds,broken clouds,280.0,61.0,2.0,75.0
1259,1260,2019-03-23 18:28:47,Clouds,broken clouds,280.0,65.0,3.0,75.0
1260,1261,2019-03-23 18:53:46,Clouds,broken clouds,280.0,65.0,2.0,75.0
1261,1262,2019-03-23 19:23:40,Clouds,broken clouds,279.0,65.0,2.0,75.0
1262,1263,2019-03-23 19:53:33,Clear,clear sky,279.0,65.0,2.0,0.0
1263,1264,2019-03-23 20:23:59,Clear,clear sky,278.0,70.0,2.0,0.0
1264,1265,2019-03-23 20:53:36,Clouds,broken clouds,279.0,70.0,2.0,75.0
1265,1266,2019-03-23 21:28:34,Clouds,broken clouds,278.0,70.0,1.0,75.0
1266,1267,2019-03-23 21:58:38,Clouds,broken clouds,278.0,70.0,1.0,75.0
1267,1268,2019-03-23 22:23:33,Clouds,broken clouds,278.0,70.0,1.0,75.0
1268,1269,2019-03-23 22:53:34,Clouds,broken clouds,277.0,75.0,1.0,75.0
1269,1270,2019-03-23 23:23:43,Clouds,broken clouds,277.0,70.0,1.0,75.0
1270,1271,2019-03-23 23:53:39,Clouds,broken clouds,276.0,99.99,1.0,75.0
1271,1272,2019-03-24 00:28:37,Clouds,broken clouds,277.0,99.99,2.0,75.0
1272,1273,2019-03-24 00:53:48,Clouds,broken clouds,277.0,70.0,3.0,75.0
1273,1274,2019-03-24 01:23:40,Clouds,broken clouds,277.0,75.0,2.0,75.0
1274,1275,2019-03-24 01:53:35,Clouds,broken clouds,277.0,75.0,2.0,75.0
1275,1276,2019-03-24 02:23:42,Clouds,broken clouds,277.0,75.0,2.0,75.0
1276,1277,2019-03-24 02:53:34,Clouds,broken clouds,277.0,75.0,2.0,75.0
1277,1278,2019-03-24 03:28:34,Clouds,broken clouds,276.0,80.0,2.0,75.0
1278,1279,2019-03-24 03:54:58,Clouds,broken clouds,275.0,80.0,2.0,75.0
1279,1280,2019-03-24 04:23:42,Clouds,scattered clouds,275.0,86.0,2.0,40.0
1280,1281,2019-03-24 04:58:48,Clouds,scattered clouds,275.0,86.0,2.0,40.0
1281,1282,2019-03-24 05:23:49,Clouds,few clouds,275.0,86.0,3.0,20.0
1282,1283,2019-03-24 05:58:52,Clouds,few clouds,275.0,99.99,4.0,20.0
1283,1284,2019-03-24 06:23:56,Clouds,few clouds,275.0,99.99,3.0,20.0
1284,1285,2019-03-24 06:58:57,Clouds,few clouds,275.0,99.99,4.0,20.0
1285,1286,2019-03-24 07:23:42,Clouds,few clouds,276.0,99.99,4.0,20.0
1286,1287,2019-03-24 07:53:55,Clouds,few clouds,277.0,86.0,4.0,20.0
1287,1288,2019-03-24 08:23:49,Clouds,few clouds,277.0,80.0,4.0,20.0
1288,1289,2019-03-24 08:53:42,Clouds,few clouds,278.0,75.0,5.0,20.0
1289,1290,2019-03-24 09:28:42,Clouds,few clouds,279.0,75.0,5.0,20.0
1290,1291,2019-03-24 09:53:35,Clouds,few clouds,280.0,75.0,5.0,20.0
1291,1292,2019-03-24 10:23:53,Clouds,few clouds,280.0,70.0,7.0,20.0
1292,1293,2019-03-24 10:58:46,Clouds,few clouds,281.0,70.0,8.0,20.0
1293,1294,2019-03-24 11:23:33,Clouds,few clouds,282.0,70.0,8.0,20.0
1294,1295,2019-03-24 11:53:34,Clouds,few clouds,282.0,66.0,8.0,20.0
1295,1296,2019-03-24 12:23:46,Clouds,few clouds,283.0,61.0,9.0,20.0
